0,1,1
0.015873,0.984127,1
0.031746,0.968254,1
0.047619,0.952381,1
0.0634921,0.936508,1
0.0793651,0.920635,1
0.0952381,0.904762,1
0.111111,0.888889,1
0.126984,0.873016,1
0.142857,0.857143,1
0.15873,0.84127,1
0.174603,0.825397,1
0.190476,0.809524,1
0.206349,0.793651,1
0.222222,0.777778,1
0.238095,0.761905,1
0.253968,0.746032,1
0.269841,0.730159,1
0.285714,0.714286,1
0.301587,0.698413,1
0.31746,0.68254,1
0.333333,0.666667,1
0.349206,0.650794,1
0.365079,0.634921,1
0.380952,0.619048,1
0.396825,0.603175,1
0.412698,0.587302,1
0.428571,0.571429,1
0.444444,0.555556,1
0.460317,0.539683,1
0.47619,0.52381,1
0.492063,0.507937,1
0.507937,0.492063,1
0.52381,0.47619,1
0.539683,0.460317,1
0.555556,0.444444,1
0.571429,0.428571,1
0.587302,0.412698,1
0.603175,0.396825,1
0.619048,0.380952,1
0.634921,0.365079,1
0.650794,0.349206,1
0.666667,0.333333,1
0.68254,0.31746,1
0.698413,0.301587,1
0.714286,0.285714,1
0.730159,0.269841,1
0.746032,0.253968,1
0.761905,0.238095,1
0.777778,0.222222,1
0.793651,0.206349,1
0.809524,0.190476,1
0.825397,0.174603,1
0.84127,0.15873,1
0.857143,0.142857,1
0.873016,0.126984,1
0.888889,0.111111,1
0.904762,0.0952381,1
0.920635,0.0793651,1
0.936508,0.0634921,1
0.952381,0.047619,1
0.968254,0.031746,1
0.984127,0.015873,1
1,0,1
