0,0,0.00520833
0.0138889,0.0138889,0.0243056
0.0277778,0.0277778,0.0434028
0.0416667,0.0416667,0.0625
0.0555556,0.0555556,0.0815972
0.0694444,0.0694444,0.100694
0.0833333,0.0833333,0.119792
0.0972222,0.0972222,0.138889
0.111111,0.111111,0.157986
0.125,0.125,0.177083
0.138889,0.138889,0.196181
0.152778,0.152778,0.215278
0.166667,0.166667,0.234375
0.180556,0.180556,0.253472
0.194444,0.194444,0.272569
0.208333,0.208333,0.291667
0.222222,0.222222,0.310764
0.236111,0.236111,0.329861
0.25,0.25,0.348958
0.263889,0.263889,0.368056
0.277778,0.277778,0.387153
0.291667,0.291667,0.40625
0.305556,0.305556,0.425347
0.319444,0.319444,0.444444
0.333333,0.338542,0.458333
0.347222,0.357639,0.472222
0.361111,0.376736,0.486111
0.375,0.395833,0.5
0.388889,0.414931,0.513889
0.402778,0.434028,0.527778
0.416667,0.453125,0.541667
0.430556,0.472222,0.555556
0.444444,0.491319,0.569444
0.458333,0.510417,0.583333
0.472222,0.529514,0.597222
0.486111,0.548611,0.611111
0.5,0.567708,0.625
0.513889,0.586806,0.638889
0.527778,0.605903,0.652778
0.541667,0.625,0.666667
0.555556,0.644097,0.680556
0.569444,0.663194,0.694444
0.583333,0.682292,0.708333
0.597222,0.701389,0.722222
0.611111,0.720486,0.736111
0.625,0.739583,0.75
0.638889,0.758681,0.763889
0.652778,0.777778,0.777778
0.674479,0.791667,0.791667
0.696181,0.805556,0.805556
0.717882,0.819444,0.819444
0.739583,0.833333,0.833333
0.761285,0.847222,0.847222
0.782986,0.861111,0.861111
0.804688,0.875,0.875
0.826389,0.888889,0.888889
0.84809,0.902778,0.902778
0.869792,0.916667,0.916667
0.891493,0.930556,0.930556
0.913194,0.944444,0.944444
0.934896,0.958333,0.958333
0.956597,0.972222,0.972222
0.978299,0.986111,0.986111
1,1,1
